action_times,actions,block,path,queries,rewards,rt,score,simulation_mode,state_rewards,time_elapsed,trial_index,trial_id,trial_type,pid
"[8915, 9547, 10203]","[u'right', u'right', u'up']",train_inspector,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'2', u'4', u'3', u'5', u'6', u'8', u'7', u'9', u'10', u'11', u'12'], u'time': [1774, 2117, 2670, 3519, 4005, 4333, 4709, 5197, 6429, 6861, 7302, 7717]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 10]","[8913, 125, 166]",25.0,"[None, None, None]","[u'', -5, -10, 10, 5, 10, 5, 10, 5, 5, -10, -5, -10]",260339,19.0,3.569831271632112e+18,mouselab-mdp,11
"[9212, 9916, 11020]","[u'right', u'right', u'up']",train_inspect_cost,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, 5, -10]","[9210, 199, 604]",-15.0,"[None, None, None]","[u'', -10, -5, 10, -5, -10, 5, -10, 10, -5, -10, 5, 10]",276299,20.0,8.491606456270313e+18,mouselab-mdp,11
"[936, 1864, 6121]","[u'left', u'left', u'down']",train_inspect_cost,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 10, 5]","[935, 437, 3762]",20.0,"[None, None, None]","[u'', 5, -5, 10, -5, -5, 5, 10, -10, 5, 10, -10, 5]",285195,21.0,4.859092002678591e+18,mouselab-mdp,11
"[2618, 3305, 4153]","[u'right', u'right', u'up']",train_inspect_cost,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5'], u'time': [1389]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, 10]","[2615, 196, 360]",19.0,"[None, None, None]","[u'', 10, -5, -10, -5, 5, 5, 10, -10, -10, 5, 10, -10]",292419,22.0,-8.642469369171842e+18,mouselab-mdp,11
"[8852, 9420, 10132]","[u'up', u'up', u'right']",train_inspect_cost,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'10', u'12', u'11', u'5', u'6', u'7', u'8', u'1', u'2', u'4', u'3'], u'time': [887, 1614, 2286, 2958, 4446, 5022, 5374, 5838, 6751, 7070, 7406, 7838]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 10, 10]","[8850, 55, 200]",3.0,"[None, None, None]","[u'', -5, 10, 10, 5, -5, 5, -10, 10, 10, -10, -10, -10]",304580,23.0,7.801448459840969e+18,mouselab-mdp,11
"[9573, 10228, 10852]","[u'up', u'up', u'right']",train_inspect_cost,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'9', u'6', u'8', u'7', u'3', u'2', u'4', u'11', u'10', u'12'], u'time': [1071, 1679, 2278, 4046, 5174, 5606, 6174, 6526, 6910, 7638, 8015, 8382]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, 10, 5]","[9570, 144, 118]",-7.0,"[None, None, None]","[u'', -10, 10, 5, 5, -5, -10, -10, -5, -10, -10, 5, 5]",317563,24.0,3.4622403069545196e+18,mouselab-mdp,11
"[24058, 24689, 25409]","[u'right', u'right', u'down']",train_final,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'9', u'7', u'8'], u'time': [13613, 16555, 17475, 21467, 23267]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -10, 10]","[24056, 127, 229]",0.0,"[None, None, None]","[u'', -10, -10, -10, 5, 5, -10, -10, 10, 5, -10, -5, 5]",347163,25.0,7.530557414679124e+18,mouselab-mdp,11
"[2451, 3107, 3939]","[u'left', u'left', u'down']",train_final,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9'], u'time': [1445]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -10, 10]","[2449, 142, 340]",9.0,"[None, None, None]","[u'', 10, -5, 5, 5, 10, 5, 10, -10, 10, -10, -5, 10]",353603,26.0,-3.683992464584856e+18,mouselab-mdp,11
"[347, 1331, 1979]","[u'up', u'up', u'right']",train_final,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 10, 5]","[346, 488, 153]",10.0,"[None, None, None]","[u'', -5, 10, 5, 10, 5, 5, -5, 5, 10, 10, 10, 5]",358139,27.0,-6.877572132778754e+18,mouselab-mdp,11
"[347, 1251, 2155]","[u'right', u'right', u'down']",train_final,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, -10]","[345, 410, 414]",10.0,"[None, None, None]","[u'', -5, -10, -5, 10, 10, 10, 10, -10, -10, -10, -5, -10]",362659,28.0,2.356810097693599e+18,mouselab-mdp,11
"[6758, 7334, 8086]","[u'left', u'left', u'up']",train_final,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'9', u'5', u'12', u'11'], u'time': [1272, 2216, 3183, 3792, 4784]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, 10]","[6757, 58, 243]",10.0,"[None, None, None]","[u'', -5, 10, -5, 5, 5, -10, -10, -5, 10, -5, 10, -10]",373203,29.0,1.0826444805002026e+18,mouselab-mdp,11
"[9454, 10062, 10854]","[u'up', u'up', u'right']",test,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'9', u'4', u'3'], u'time': [2920, 3568, 4871, 8048, 8704]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, 5]","[9452, 101, 294]",10.0,"[None, None, None]","[u'', 5, 5, 5, 5, -10, -10, 5, 10, -10, -5, -5, -5]",421699,30.0,-5.299628366905943e+18,mouselab-mdp,11
"[9135, 9991, 10727]","[u'right', u'right', u'down']",test,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'7', u'8', u'1', u'4', u'3'], u'time': [2018, 2898, 3961, 4561, 6817, 7705, 8161]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, -10]","[9133, 340, 242]",-2.0,"[None, None, None]","[u'', -10, 5, 5, -5, 10, 5, -10, -10, -10, -5, -10, 5]",435555,31.0,6.62653966049298e+17,mouselab-mdp,11
"[853, 1381, 1949]","[u'left', u'left', u'up']",test,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, 5, -10]","[852, 35, 54]",-15.0,"[None, None, None]","[u'', 5, -5, -10, 10, -10, -10, -5, -5, -10, 5, -10, 5]",439883,32.0,2.252076120381865e+18,mouselab-mdp,11
"[463, 986, 1623]","[u'up', u'up', u'right']",test,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -5, 10]","[461, 30, 137]",10.0,"[None, None, None]","[u'', 5, -5, 10, -10, 5, -10, 5, -5, -10, -10, 5, -5]",443763,33.0,-6.260275842353281e+18,mouselab-mdp,11
"[2258, 2858, 3554]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5'], u'time': [661]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 5]","[2255, 105, 201]",19.0,"[None, None, None]","[u'', -10, 5, -10, -5, 10, 5, 5, -10, -5, 5, 10, -10]",449699,34.0,3.5302878717738757e+18,mouselab-mdp,11
"[6978, 7514, 8202]","[u'up', u'up', u'right']",test,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'1', u'5', u'2', u'6', u'10'], u'time': [1004, 1428, 1909, 4116, 4828, 6102]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 10, -5]","[6976, 21, 191]",-6.0,"[None, None, None]","[u'', -5, 10, -5, -5, -5, 5, -10, 5, -10, -10, 10, -10]",460195,35.0,3.932980794305715e+18,mouselab-mdp,11
"[1383, 2342, 3102]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, 5]","[1380, 463, 257]",15.0,"[None, None, None]","[u'', 5, 5, -5, 5, 10, -10, -10, 10, 5, 5, -10, -5]",465563,36.0,-5.368470092922741e+18,mouselab-mdp,11
"[581, 1485, 2469]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -10, 10]","[579, 408, 492]",10.0,"[None, None, None]","[u'', -5, 5, 10, -10, 10, -10, 10, 5, -5, -10, 5, 10]",470171,37.0,4.754602433487655e+18,mouselab-mdp,11
"[274, 1154, 1939]","[u'left', u'left', u'down']",test,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, -10, -5]","[272, 378, 296]",-25.0,"[None, None, None]","[u'', -10, 5, 10, 10, -10, -5, 5, 10, -10, -10, -10, -5]",474331,38.0,8.607347987074356e+18,mouselab-mdp,11
"[2275, 2867, 3931]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'1'], u'time': [573, 1109, 1557]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -10, 10]","[2273, 83, 564]",7.0,"[None, None, None]","[u'', -5, -5, 10, -5, 10, -10, 10, -10, 5, -10, 5, -10]",480843,39.0,3.9686635761738235e+18,mouselab-mdp,11
"[406, 1182, 1814]","[u'right', u'right', u'down']",test,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, -5, -5]","[404, 288, 136]",-15.0,"[None, None, None]","[u'', 10, -5, 5, -5, -5, -5, -5, -5, 5, -5, 10, 5]",485827,40.0,1.3034732393768448e+18,mouselab-mdp,11
"[323, 1299, 1995]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 5, -5]","[321, 475, 205]",-5.0,"[None, None, None]","[u'', -5, 5, -10, -5, -10, -10, -10, -5, -5, 5, -5, 5]",489811,41.0,-8.315324230000916e+18,mouselab-mdp,11
"[2651, 3331, 4123]","[u'left', u'left', u'down']",test,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'1', u'5'], u'time': [463, 1493, 1941]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -10, 5]","[2649, 182, 289]",2.0,"[None, None, None]","[u'', -5, 5, -5, -5, -10, -10, 10, -5, 10, -10, -5, 5]",495995,42.0,8.077601249506434e+18,mouselab-mdp,11
"[987, 1523, 2515]","[u'left', u'left', u'up']",test,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -10, 5]","[985, 49, 490]",0.0,"[None, None, None]","[u'', -10, 10, -10, 10, 5, -5, 10, -10, 5, -10, 5, -10]",500579,43.0,8.916704547234911e+18,mouselab-mdp,11
"[62, 574, 1174]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 10, -10]","[60, 13, 95]",-5.0,"[None, None, None]","[u'', 5, -10, 10, -10, -5, 10, -10, 5, 5, 10, -5, -10]",503867,44.0,-5.616229570178317e+18,mouselab-mdp,11
"[233, 785, 1378]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 5]","[231, 48, 93]",20.0,"[None, None, None]","[u'', 10, 5, 10, 5, 10, -5, 5, -10, -5, -10, -5, -10]",507235,45.0,-8.861839220469794e+18,mouselab-mdp,11
"[7931, 8491, 9043]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'9', u'5', u'10', u'6', u'11', u'7', u'8'], u'time': [1565, 1957, 2501, 3733, 4509, 5317, 6140, 6966]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 10]","[7929, 52, 37]",17.0,"[None, None, None]","[u'', -10, -5, -10, 5, 10, 5, 10, -5, 10, -5, 10, 5]",518275,46.0,-8.549120811661888e+17,mouselab-mdp,11
"[5319, 5847, 6479]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'1', u'5', u'6', u'7', u'8'], u'time': [1073, 1609, 2056, 2704, 3193, 4640]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 5]","[5318, 17, 133]",19.0,"[None, None, None]","[u'', -10, -5, -5, 10, 10, 10, 5, -5, -5, 10, 5, 10]",527083,47.0,-2.464562972607473e+18,mouselab-mdp,11
"[7686, 8278, 8942]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'1', u'5', u'6', u'10', u'2', u'7', u'8'], u'time': [769, 1192, 2056, 2936, 4280, 4960, 5768, 6416]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 10, 10]","[7684, 87, 168]",7.0,"[None, None, None]","[u'', -5, 5, -5, 10, -5, 10, 10, 10, -5, -10, -10, -5]",538139,48.0,3.7409315186213e+18,mouselab-mdp,11
"[4939, 5531, 6131]","[u'left', u'left', u'down']",test,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9', u'10', u'12', u'11'], u'time': [822, 1381, 2229, 2845, 3293, 3885]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -5, 10]","[4937, 73, 106]",4.0,"[None, None, None]","[u'', -5, 10, 5, 5, -5, 5, -5, -10, 5, -5, 5, 10]",546379,49.0,-5.812682556850434e+18,mouselab-mdp,11
"[11093, 14573, 15423]","[u'left', u'left', u'down']",train_basic,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 10, 5]","[11071, 2969, 336]",20.0,"[None, None, None]","[u'', 5, -5, 10, -5, -5, 5, 10, -10, 5, 10, -10, 5]",18973,0.0,4.859092002678591e+18,mouselab-mdp,12
"[3984, 4832, 5530]","[u'up', u'up', u'left']",train_basic,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, 5]","[3973, 298, 162]",15.0,"[None, None, None]","[u'', 5, 5, -5, 5, 10, -10, -10, 10, 5, 5, -10, -5]",28558,1.0,-5.368470092922741e+18,mouselab-mdp,12
"[2631, 3294, 3993]","[u'right', u'right', u'up']",train_basic,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 10]","[2619, 159, 172]",25.0,"[None, None, None]","[u'', -10, -5, -10, 5, 10, 5, 10, -5, 10, -5, 10, 5]",35226,2.0,-8.549120811661888e+17,mouselab-mdp,12
"[5336, 5984, 6625]","[u'up', u'up', u'right']",train_basic,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 10, 10]","[5325, 127, 116]",15.0,"[None, None, None]","[u'', -5, 10, 10, 5, -5, 5, -10, 10, 10, -10, -10, -10]",44246,3.0,7.801448459840969e+18,mouselab-mdp,12
"[14224, 14802, 15396]","[u'up', u'up', u'right']",train_basic,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 5, 10]","[14216, 50, 79]",10.0,"[None, None, None]","[u'', -5, 5, 10, -10, 10, -10, 10, 5, -5, -10, 5, 10]",62163,4.0,4.754602433487655e+18,mouselab-mdp,12
"[3140, 3863, 4497]","[u'left', u'left', u'down']",train_basic,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 10, 10]","[3134, 219, 101]",15.0,"[None, None, None]","[u'', -10, 10, 10, -10, -10, -5, -10, 10, -5, 10, 5, 10]",70702,5.0,-3.5316257003419013e+18,mouselab-mdp,12
"[2429, 3087, 3693]","[u'right', u'right', u'down']",train_basic,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 5]","[2422, 142, 82]",20.0,"[None, None, None]","[u'', 5, -10, -5, 10, 10, 5, -10, 5, 5, -5, -5, 5]",77393,6.0,8.034619116489217e+18,mouselab-mdp,12
"[8182, 8835, 9456]","[u'right', u'right', u'down']",train_basic,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, 5]","[8176, 138, 95]",15.0,"[None, None, None]","[u'', -5, 10, -5, 10, 5, 5, -10, 5, 10, -5, 10, 10]",89952,7.0,3.8024071126860584e+16,mouselab-mdp,12
"[4421, 5123, 5721]","[u'up', u'up', u'right']",train_basic,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 10]","[4414, 197, 63]",25.0,"[None, None, None]","[u'', 10, 5, 10, 5, 10, -5, 5, -10, -5, -10, -5, -10]",98557,8.0,-8.861839220469794e+18,mouselab-mdp,12
"[7264, 7974, 8607]","[u'right', u'right', u'up']",train_basic,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, 10]","[7248, 190, 109]",20.0,"[None, None, None]","[u'', 10, -5, -10, -5, 5, 5, 10, -10, -10, 5, 10, -10]",109923,9.0,-8.642469369171842e+18,mouselab-mdp,12
"[3831, 4942, 5969]","[u'right', u'right', u'up']",train_hidden,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, -10, 10]","[3824, 596, 508]",-5.0,"[None, None, None]","[u'', -5, 10, 5, 10, -5, -10, 10, 10, 5, 5, 5, 10]",120897,10.0,8.130696467842232e+18,mouselab-mdp,12
"[2422, 2945, 3988]","[u'up', u'up', u'right']",train_hidden,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 10, 10]","[2415, 13, 504]",15.0,"[None, None, None]","[u'', -5, 10, 10, 5, 10, 10, 10, 10, -10, 5, 5, 5]",127500,11.0,-6.980762109714071e+18,mouselab-mdp,12
"[1273, 2473, 3068]","[u'up', u'up', u'right']",train_hidden,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, -5, 10]","[1264, 678, 75]",0.0,"[None, None, None]","[u'', -5, -5, 10, 5, -5, -5, -10, -5, -10, -5, 5, 10]",133009,12.0,-2.317078987107653e+18,mouselab-mdp,12
